window_index,event,candidate_id,new_stage,source_predicted_stage,reason,direction_id,ablation
2950,CANDIDATE_ACTIVE,88,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
2989,CANDIDATE_REJECTED,88,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
2990,CANDIDATE_ACTIVE,89,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
2998,CANDIDATE_REJECTED,89,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3010,CANDIDATE_ACTIVE,90,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3049,CANDIDATE_REJECTED,90,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3050,CANDIDATE_ACTIVE,91,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3089,CANDIDATE_REJECTED,91,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3090,CANDIDATE_ACTIVE,92,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3098,CANDIDATE_REJECTED,92,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3110,CANDIDATE_ACTIVE,93,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3149,CANDIDATE_REJECTED,93,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3150,CANDIDATE_ACTIVE,94,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3189,CANDIDATE_REJECTED,94,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3190,CANDIDATE_ACTIVE,95,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3198,CANDIDATE_REJECTED,95,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3210,CANDIDATE_ACTIVE,96,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3249,CANDIDATE_REJECTED,96,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3250,CANDIDATE_ACTIVE,97,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3289,CANDIDATE_REJECTED,97,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3290,CANDIDATE_ACTIVE,98,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3298,CANDIDATE_REJECTED,98,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3310,CANDIDATE_ACTIVE,99,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3349,CANDIDATE_REJECTED,99,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3350,CANDIDATE_ACTIVE,100,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3389,CANDIDATE_REJECTED,100,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3390,CANDIDATE_ACTIVE,101,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3398,CANDIDATE_REJECTED,101,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3410,CANDIDATE_ACTIVE,102,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3449,CANDIDATE_REJECTED,102,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3450,CANDIDATE_ACTIVE,103,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3489,CANDIDATE_REJECTED,103,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3490,CANDIDATE_ACTIVE,104,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3498,CANDIDATE_REJECTED,104,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3510,CANDIDATE_ACTIVE,105,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3549,CANDIDATE_REJECTED,105,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3550,CANDIDATE_ACTIVE,106,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3589,CANDIDATE_REJECTED,106,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3590,CANDIDATE_ACTIVE,107,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3598,CANDIDATE_REJECTED,107,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3610,CANDIDATE_ACTIVE,108,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3649,CANDIDATE_REJECTED,108,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3650,CANDIDATE_ACTIVE,109,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3689,CANDIDATE_REJECTED,109,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3690,CANDIDATE_ACTIVE,110,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3698,CANDIDATE_REJECTED,110,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3710,CANDIDATE_ACTIVE,111,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3749,CANDIDATE_REJECTED,111,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3750,CANDIDATE_ACTIVE,112,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3789,CANDIDATE_REJECTED,112,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3790,CANDIDATE_ACTIVE,113,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3798,CANDIDATE_REJECTED,113,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3810,CANDIDATE_ACTIVE,114,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3849,CANDIDATE_REJECTED,114,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3850,CANDIDATE_ACTIVE,115,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3889,CANDIDATE_REJECTED,115,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3890,CANDIDATE_ACTIVE,116,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3898,CANDIDATE_REJECTED,116,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3910,CANDIDATE_ACTIVE,117,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3949,CANDIDATE_REJECTED,117,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3950,CANDIDATE_ACTIVE,118,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3989,CANDIDATE_REJECTED,118,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3990,CANDIDATE_ACTIVE,119,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
3998,CANDIDATE_REJECTED,119,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4010,CANDIDATE_ACTIVE,120,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4049,CANDIDATE_REJECTED,120,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4050,CANDIDATE_ACTIVE,121,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4089,CANDIDATE_REJECTED,121,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4090,CANDIDATE_ACTIVE,122,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4098,CANDIDATE_REJECTED,122,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4110,CANDIDATE_ACTIVE,123,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4149,CANDIDATE_REJECTED,123,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4150,CANDIDATE_ACTIVE,124,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4193,CANDIDATE_REJECTED,124,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4194,CANDIDATE_ACTIVE,125,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4198,CANDIDATE_REJECTED,125,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4210,CANDIDATE_ACTIVE,126,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4222,CANDIDATE_REJECTED,126,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4241,CANDIDATE_ACTIVE,127,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4284,CANDIDATE_REJECTED,127,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4285,CANDIDATE_ACTIVE,128,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4298,CANDIDATE_REJECTED,128,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4310,CANDIDATE_ACTIVE,129,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4349,CANDIDATE_REJECTED,129,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4350,CANDIDATE_ACTIVE,130,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4389,CANDIDATE_REJECTED,130,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4390,CANDIDATE_ACTIVE,131,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4398,CANDIDATE_REJECTED,131,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4410,CANDIDATE_ACTIVE,132,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4452,CANDIDATE_REJECTED,132,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4453,CANDIDATE_ACTIVE,133,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4493,CANDIDATE_REJECTED,133,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4494,CANDIDATE_ACTIVE,134,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4498,CANDIDATE_REJECTED,134,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4510,CANDIDATE_ACTIVE,135,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4551,CANDIDATE_REJECTED,135,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4552,CANDIDATE_ACTIVE,136,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4593,CANDIDATE_REJECTED,136,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4594,CANDIDATE_ACTIVE,137,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4598,CANDIDATE_REJECTED,137,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4610,CANDIDATE_ACTIVE,138,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4651,CANDIDATE_REJECTED,138,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4652,CANDIDATE_ACTIVE,139,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4698,CANDIDATE_REJECTED,139,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4710,CANDIDATE_ACTIVE,140,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4752,CANDIDATE_REJECTED,140,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4753,CANDIDATE_ACTIVE,141,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4771,CANDIDATE_REJECTED,141,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4781,CANDIDATE_ACTIVE,142,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4798,CANDIDATE_REJECTED,142,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4810,CANDIDATE_ACTIVE,143,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4849,CANDIDATE_REJECTED,143,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4850,CANDIDATE_ACTIVE,144,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4890,CANDIDATE_REJECTED,144,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4891,CANDIDATE_ACTIVE,145,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4898,CANDIDATE_REJECTED,145,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4910,CANDIDATE_ACTIVE,146,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4949,CANDIDATE_REJECTED,146,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4950,CANDIDATE_ACTIVE,147,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4989,CANDIDATE_REJECTED,147,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4990,CANDIDATE_ACTIVE,148,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
4998,CANDIDATE_REJECTED,148,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5010,CANDIDATE_ACTIVE,149,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5049,CANDIDATE_REJECTED,149,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5050,CANDIDATE_ACTIVE,150,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5089,CANDIDATE_REJECTED,150,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5090,CANDIDATE_ACTIVE,151,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5098,CANDIDATE_REJECTED,151,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5110,CANDIDATE_ACTIVE,152,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5149,CANDIDATE_REJECTED,152,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5150,CANDIDATE_ACTIVE,153,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5190,CANDIDATE_REJECTED,153,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5191,CANDIDATE_ACTIVE,154,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5198,CANDIDATE_REJECTED,154,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5210,CANDIDATE_ACTIVE,155,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5249,CANDIDATE_REJECTED,155,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5250,CANDIDATE_ACTIVE,156,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5289,CANDIDATE_REJECTED,156,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5290,CANDIDATE_ACTIVE,157,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5298,CANDIDATE_REJECTED,157,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5310,CANDIDATE_ACTIVE,158,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5349,CANDIDATE_REJECTED,158,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5350,CANDIDATE_ACTIVE,159,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5389,CANDIDATE_REJECTED,159,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5390,CANDIDATE_ACTIVE,160,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5398,CANDIDATE_REJECTED,160,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5410,CANDIDATE_ACTIVE,161,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5449,CANDIDATE_REJECTED,161,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5450,CANDIDATE_ACTIVE,162,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5489,CANDIDATE_REJECTED,162,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5490,CANDIDATE_ACTIVE,163,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5498,CANDIDATE_REJECTED,163,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5510,CANDIDATE_ACTIVE,164,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5549,CANDIDATE_REJECTED,164,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5550,CANDIDATE_ACTIVE,165,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5592,CANDIDATE_REJECTED,165,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5593,CANDIDATE_ACTIVE,166,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5598,CANDIDATE_REJECTED,166,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5610,CANDIDATE_ACTIVE,167,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5649,CANDIDATE_REJECTED,167,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5650,CANDIDATE_ACTIVE,168,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5689,CANDIDATE_REJECTED,168,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5690,CANDIDATE_ACTIVE,169,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5698,CANDIDATE_REJECTED,169,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5710,CANDIDATE_ACTIVE,170,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5749,CANDIDATE_REJECTED,170,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5750,CANDIDATE_ACTIVE,171,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5789,CANDIDATE_REJECTED,171,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5790,CANDIDATE_ACTIVE,172,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5798,CANDIDATE_REJECTED,172,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5810,CANDIDATE_ACTIVE,173,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5850,CANDIDATE_REJECTED,173,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5851,CANDIDATE_ACTIVE,174,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5890,CANDIDATE_REJECTED,174,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5891,CANDIDATE_ACTIVE,175,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5898,CANDIDATE_REJECTED,175,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5910,CANDIDATE_ACTIVE,176,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5949,CANDIDATE_REJECTED,176,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5950,CANDIDATE_ACTIVE,177,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5989,CANDIDATE_REJECTED,177,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5990,CANDIDATE_ACTIVE,178,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
5998,CANDIDATE_REJECTED,178,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6010,CANDIDATE_ACTIVE,179,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6049,CANDIDATE_REJECTED,179,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6050,CANDIDATE_ACTIVE,180,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6089,CANDIDATE_REJECTED,180,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6090,CANDIDATE_ACTIVE,181,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6098,CANDIDATE_REJECTED,181,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6110,CANDIDATE_ACTIVE,182,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6149,CANDIDATE_REJECTED,182,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6150,CANDIDATE_ACTIVE,183,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6189,CANDIDATE_REJECTED,183,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6190,CANDIDATE_ACTIVE,184,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6198,CANDIDATE_REJECTED,184,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6210,CANDIDATE_ACTIVE,185,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6249,CANDIDATE_REJECTED,185,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6250,CANDIDATE_ACTIVE,186,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6289,CANDIDATE_REJECTED,186,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6290,CANDIDATE_ACTIVE,187,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6298,CANDIDATE_REJECTED,187,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6310,CANDIDATE_ACTIVE,188,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6349,CANDIDATE_REJECTED,188,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6350,CANDIDATE_ACTIVE,189,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6389,CANDIDATE_REJECTED,189,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6390,CANDIDATE_ACTIVE,190,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6398,CANDIDATE_REJECTED,190,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6410,CANDIDATE_ACTIVE,191,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6449,CANDIDATE_REJECTED,191,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6450,CANDIDATE_ACTIVE,192,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6489,CANDIDATE_REJECTED,192,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6490,CANDIDATE_ACTIVE,193,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6498,CANDIDATE_REJECTED,193,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6510,CANDIDATE_ACTIVE,194,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6549,CANDIDATE_REJECTED,194,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6550,CANDIDATE_ACTIVE,195,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6589,CANDIDATE_REJECTED,195,,,CANDIDATE_CRITERIA_FAILED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6590,CANDIDATE_ACTIVE,196,,,,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
6598,CANDIDATE_REJECTED,196,,,GAP_TOLERANCE_EXCEEDED,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
