protocol_id,target_dataset,output_name,horizon_cycles,prediction_origin_cycle,ensemble_state,ensemble_alpha,reset_episode_id,reset_episode_count,freeze_start_cycle,freeze_until_cycle
A_Exp1_to_Exp2,Exp2,V50_norm,100,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,6760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,6810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,6860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,6910.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,6960.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7010.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7060.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7110.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7160.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7210.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7260.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7310.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7360.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7410.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7460.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7510.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7560.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7610.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7660.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7710.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7760.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,500,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,1000,7810.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,100,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,500,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,D_state,1000,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,100,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,500,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,V50_norm,1000,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,100,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,500,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,instability_score,1000,7860.5,PROBATION,0.0,0,0,,-inf
A_Exp1_to_Exp2,Exp2,S_severe_candidate,100,7860.5,PROBATION,0.0,0,0,,-inf
