protocol_id,target_dataset,baseline_cycles,distance_form,removed_feature_group,feature_count,common_monitoring_start_cycle,evidence_type,trajectory_spearman,reference_event_count_common,ablation_event_count_common,matched_event_count,event_collection_jaccard,ablation_events_near_8000,trajectory_stable,event_collection_stable,stability_status
B_Exp2_to_Exp1,Exp1,2000,diagonal,none,9,2000.0,directed_change_evidence,0.9887490839276555,3,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,none,9,2000.0,acceleration_evidence,0.9887490839276555,1,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,none,9,2000.0,abrupt_change_evidence,0.9887490839276555,6,1,1,0.16666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rx,5,2000.0,low_activity_evidence,0.9911013008661712,7,6,5,0.625,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rx,5,2000.0,directed_change_evidence,0.9911013008661712,3,2,1,0.25,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rx,5,2000.0,acceleration_evidence,0.9911013008661712,1,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rx,5,2000.0,abrupt_change_evidence,0.9911013008661712,6,1,1,0.16666666666666666,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,ry,8,2000.0,low_activity_evidence,0.7940655488097264,7,2,1,0.125,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,ry,8,2000.0,directed_change_evidence,0.7940655488097264,3,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,ry,8,2000.0,acceleration_evidence,0.7940655488097264,1,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,ry,8,2000.0,abrupt_change_evidence,0.7940655488097264,6,0,0,0.0,,False,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rs,5,2000.0,low_activity_evidence,0.9952242385991794,7,7,6,0.75,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rs,5,2000.0,directed_change_evidence,0.9952242385991794,3,2,1,0.25,7925.5,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rs,5,2000.0,acceleration_evidence,0.9952242385991794,1,0,0,0.0,,True,False,FAIL
B_Exp2_to_Exp1,Exp1,2000,diagonal,rs,5,2000.0,abrupt_change_evidence,0.9952242385991794,6,1,1,0.16666666666666666,,True,False,FAIL
